species,seq_len_atpA,accession_atpA,seq_len_atpB,accession_atpB,seq_len_matK,accession_matK,seq_len_rbcL,accession_rbcL,seq_len_rps4,accession_rps4,seq_len_rps4-trnS,accession_rps4-trnS,seq_len_trnL-trnF,accession_trnL-trnF,total_seq_len,join_by,specimen_voucher,publication
Adiantum_patens,1730,KX524404,0,NA,0,NA,1309,KX524200,0,NA,0,NA,0,NA,3039,voucher,rothfels2697,NA
Adiantum_pectinatum,641,MH019384,0,NA,0,NA,1292,MH019611,0,NA,0,NA,0,NA,1933,monophy,NA,NA
Adiantum_pedatum,1746,JN052857,1272,JN052876,0,NA,1296,JN052808,587,JN052834,581,JN052834,929,JN052904,6411,voucher,jmlu377,NA
Adiantum_peruvianum,1741,JF937241,1265,JF935365,0,NA,1257,JF935288,571,JF980550,339,JF980550,909,JF980634,6082,voucher,jmlu338,NA
Adiantum_petiolatum,1506,MH019387,0,NA,0,NA,1289,MH019614,0,NA,0,NA,0,NA,2795,voucher,dukerothfels08178,NA
Adiantum_phanerophlebium,1506,MH019388,0,NA,0,NA,1309,MH019615,0,NA,0,NA,0,NA,2815,voucher,zjkluge8039,NA
Adiantum_philippense,1735,JF937295,1265,JF935422,0,NA,1273,JF935340,571,JF980606,603,JF980606,780,JF980685,6227,voucher,jwen10206,NA
Adiantum_phyllitidis,641,MH019390,0,NA,0,NA,1292,MH019617,0,NA,0,NA,0,NA,1933,voucher,ucbordenave8258,NA
Adiantum_platyphyllum,608,MH019391,1134,MN781261,0,NA,1292,MH019618,0,NA,0,NA,0,NA,3034,monophy,NA,NA
Adiantum_poeppigianum,0,NA,1115,MN781285,0,NA,873,MN781347,531,MN781367,138,MN781367,0,NA,2657,voucher,turtuomisto16722,NA
Adiantum_poiretii,1730,KX524377,0,NA,0,NA,1309,KX524172,0,NA,0,NA,0,NA,3039,voucher,beck1153,NA
Adiantum_polyphyllum,1506,MH019394,0,NA,0,NA,1309,MH019621,0,NA,0,NA,0,NA,2815,voucher,ucsmithsn,NA
Adiantum_pseudotinctum,1730,KX524419,0,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,1730,unjoined,NA,NA
Adiantum_pulverulentum,1506,MH019396,0,NA,0,NA,1309,MH019622,0,NA,0,NA,0,NA,2815,voucher,ucsmith2889,NA
Adiantum_pyramidale,1428,MH019397,0,NA,0,NA,1309,MH019623,0,NA,0,NA,0,NA,2737,voucher,ucchristenhusz3524,NA
Adiantum_raddianum,1720,JF937294,1265,JF935421,0,NA,1254,JF935339,571,JF980605,640,JF980605,874,JF980684,6324,voucher,jwen10119,NA
Adiantum_reniforme,1732,KJ742781,1245,KJ742740,0,NA,1271,KJ742772,600,KJ780005,357,KJ780005,889,KJ779977,6094,voucher,wah011,NA
Adiantum_rhizophorum,NA,NA,NA,NA,NA,NA,1263,KF992413,NA,NA,NA,NA,NA,NA,1263,unjoined,shennequinr221,Evolutionary patterns in the assembly of fern diversity on the
Adiantum_rhizophytum,1506,MH019400,0,NA,0,NA,1309,MH019626,0,NA,0,NA,0,NA,2815,voucher,spffiaschi3568,NA
Adiantum_roborowskii,1733,JF937251,1249,JF935375,0,NA,1273,JF935298,571,JF980560,657,JF980560,916,JF980643,6399,voucher,jmlu280,NA
Adiantum_ruizianum,1706,KX524400,0,NA,0,NA,1292,KX524196,0,NA,0,NA,0,NA,2998,voucher,werff16812,NA
Adiantum_scalare,1484,MH019402,1072,MN781259,0,NA,1292,MH019629,0,NA,0,NA,0,NA,3848,monophy,NA,NA
Adiantum_schweinfurthii,1427,MH019403,0,NA,0,NA,1309,MH019630,0,NA,0,NA,0,NA,2736,voucher,mogereau5966,NA
Adiantum_seemannii,1464,MH019404,0,NA,0,NA,1292,MH019631,0,NA,0,NA,0,NA,2756,monophy,NA,NA
Adiantum_sericeum,NA,NA,NA,NA,NA,NA,607,MH019632,NA,NA,NA,NA,NA,NA,607,unjoined,uclbsmith3254,A worldwide phylogeny of Adiantum (Pteridaceae) reveals remarkable
Adiantum_serratodentatum,1506,MH019405,0,NA,0,NA,1292,MH019633,0,NA,0,NA,0,NA,2798,monophy,NA,NA
Adiantum_shastense,1498,MH019406,0,NA,0,NA,1309,MH019634,0,NA,0,NA,0,NA,2807,voucher,dukealexander994,NA
Adiantum_shepherdii,1708,KX524402,0,NA,0,NA,1292,KX524198,0,NA,0,NA,0,NA,3000,voucher,matuda31053,NA
Adiantum_silvaticum,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,894,LC004396,894,unjoined,NA,NA
Adiantum_soboliferum,1465,MH019407,0,NA,1265,KJ605552,1290,MH019602,571,KT427353,320,KT427353,673,KT427096,5584,monophy,NA,NA
Adiantum_stenochlamys,1506,MH019408,0,NA,0,NA,1309,MH019636,0,NA,0,NA,0,NA,2815,voucher,dukeschuettpelz900a,NA
Adiantum_subcordatum,1500,KU147248,0,NA,0,NA,1308,KU147277,0,NA,0,NA,0,NA,2808,monophy,NA,NA
Adiantum_taiwanianum,1506,MH019409,0,NA,0,NA,1309,MH019637,0,NA,0,NA,0,NA,2815,voucher,dukeschuettpelz1131a,NA
Adiantum_tenerum,1733,JF937310,1265,JF935437,0,NA,1261,JF935355,571,JF980621,559,JF980621,888,JF980700,6277,voucher,jwen10775,NA
Adiantum_terminatum,1506,MH019410,0,NA,0,NA,1309,MH019638,0,NA,0,NA,0,NA,2815,voucher,ucboudrie3933,NA
Adiantum_tetraphyllum,1506,EF452073,1157,EF452015,0,NA,1293,EF452135,0,NA,0,NA,0,NA,3956,voucher,huiet105,NA
Adiantum_thalictroides,1708,KX524421,0,NA,0,NA,1292,KX524216,0,NA,0,NA,0,NA,3000,voucher,hartwig54059si,NA
Adiantum_thongthamii,1506,MH019411,0,NA,0,NA,1309,MH019639,0,NA,0,NA,0,NA,2815,voucher,qbgsuksathan3303,NA
Adiantum_tomentosum,1506,MH019412,0,NA,0,NA,1309,MH019640,0,NA,0,NA,0,NA,2815,voucher,ucjimenez2033,NA
Adiantum_tracyi,1505,MH019413,0,NA,0,NA,1309,MH019641,0,NA,0,NA,0,NA,2814,voucher,ucsmithsn,NA
Adiantum_trapeziforme,1506,MH019414,0,NA,0,NA,1309,MH019642,0,NA,0,NA,0,NA,2815,voucher,dukerothfels2650,NA
Adiantum_tricholepis,1500,KU147249,0,NA,0,NA,1308,KU147278,0,NA,0,NA,0,NA,2808,voucher,dukecjrothfels3116a,NA
Adiantum_tuomistoanum,NA,NA,NA,NA,NA,NA,1265,KJ628610,NA,NA,NA,NA,NA,NA,1265,unjoined,NA,Phylogenetic relatedness within neotropical fern communities
Adiantum_urophyllum,1484,MH019415,0,NA,0,NA,1292,MH019643,0,NA,0,NA,0,NA,2776,voucher,mocroat99951,NA
Adiantum_variopinnatum,0,NA,0,NA,0,NA,1172,MZ272321,0,NA,0,NA,833,MZ272269,2005,voucher,maprgrafals094,NA
Adiantum_venustum,1732,JF937247,1265,JF935371,0,NA,1255,JF935294,571,JF980556,658,JF980556,767,JF980639,6248,voucher,jmlu216,NA
Adiantum_villosissimum,1461,MH019417,0,NA,0,NA,1292,MH019646,0,NA,0,NA,0,NA,2753,voucher,nymoran7633,NA
Adiantum_villosum,1506,MH019418,0,NA,0,NA,1309,MH019647,0,NA,0,NA,0,NA,2815,voucher,uchuiet108,NA
Adiantum_viridescens,1734,JF937309,1265,JF935436,0,NA,943,JF935354,571,JF980620,387,JF980620,871,JF980699,5771,voucher,jwen10783,NA
Adiantum_viridimontanum,1734,JF937302,1265,JF935429,0,NA,1273,JF935347,571,JF980613,572,JF980613,880,JF980692,6295,voucher,paris856,NA
Adiantum_vogelii,1462,MH019419,0,NA,0,NA,1292,MH019648,0,NA,0,NA,0,NA,2754,voucher,ucschmidt2216,NA
Adiantum_wattii,1716,JF937244,1265,JF935368,0,NA,1256,JF935291,571,JF980553,559,JF980553,886,JF980637,6253,voucher,jmlu222,NA
Adiantum_wilesianum,1454,MH019421,0,NA,0,NA,1309,MH019650,0,NA,0,NA,0,NA,2763,voucher,uccowan4691,NA
Adiantum_wilsonii,1418,MH019422,0,NA,0,NA,1292,MH019651,0,NA,0,NA,0,NA,2710,voucher,movanderwerff22298,NA
Adiantum_windischii,NA,NA,NA,NA,NA,NA,1252,KJ628617,NA,NA,NA,NA,NA,NA,1252,unjoined,NA,Phylogenetic relatedness within neotropical fern communities
Alansmia_cultrata,0,NA,1260,GU376476,0,NA,1271,GU376496,0,NA,457,JN654943,263,JN654969,3251,voucher,sundue1214,NA
Alansmia_elastica,0,NA,1272,KY711748,0,NA,1239,KY711922,0,NA,161,KY712249,197,KY711575,2869,voucher,hennequin339,NA
Alansmia_heteromorpha,NA,NA,NA,NA,NA,NA,1233,KM218803,NA,NA,NA,NA,NA,NA,1233,unjoined,sundue2609,Global phylogeny and biogeography of grammitid ferns
Alansmia_lanigera,0,NA,1264,GU476809,0,NA,1304,GU476844,0,NA,0,NA,136,GU476718,2704,voucher,bleon3647,NA
Alansmia_senilis,0,NA,1243,GU376474,0,NA,1271,GU376498,0,NA,454,JN654941,282,JN654967,3250,voucher,sundue1156,NA
Alansmia_smithii,0,NA,0,NA,0,NA,1336,MK319096,0,NA,0,NA,305,MK318994,1641,voucher,evanslellingerbowes34,NA
Alansmia_stella,0,NA,658,GU376473,0,NA,1268,GU376499,0,NA,448,JN654939,229,JN654965,2603,voucher,sundue1083,NA
Alansmia_turrialbae,0,NA,1260,GU376472,0,NA,1271,GU376497,0,NA,392,JN654944,275,JN654970,3198,voucher,sundue1765,NA
Aleuritopteris_albofusca,0,NA,0,NA,856,KP031668,1321,U19498,541,KP126983,417,KP126983,921,DQ432677,4056,monophy,NA,NA
Aleuritopteris_albomarginata,NA,NA,NA,NA,NA,NA,1217,AY266411,NA,NA,NA,NA,NA,NA,1217,unjoined,NA,Phylogeny of cryptogrammoid ferns and related taxa based on rbcL
Aleuritopteris_anceps,0,NA,0,NA,0,NA,1277,KP085547,601,KP085562,575,KP085562,392,KP085519,2845,voucher,m2012071701,NA
Aleuritopteris_argentea,1674,EU268719,1278,EF452016,0,NA,1308,EF452137,0,NA,0,NA,0,NA,4260,voucher,yatskievych0123,NA
Aleuritopteris_bicolor,NA,NA,NA,NA,NA,NA,507,MT727036,NA,NA,NA,NA,NA,NA,507,unjoined,NA,Systematic Studies On The Pteridophytes Of Gujarat With Their
Aleuritopteris_chrysophylla,0,NA,0,NA,856,KP031647,1192,KP126957,0,NA,0,NA,397,KP085526,2445,voucher,hn2012122009,NA
Aleuritopteris_dubia,NA,NA,NA,NA,NA,NA,1253,LC496742,NA,NA,NA,NA,NA,NA,1253,unjoined,hitbcmeg18y90,Resolving the Enigma of Fern Genome Evolution: from Genomic
Aleuritopteris_duclouxii,0,NA,0,NA,856,KP031656,1321,KP085550,540,KP126975,445,KP126975,380,KP085525,3542,voucher,m2012071804,NA
Aleuritopteris_farinosa,1728,EU268720,0,NA,0,NA,1299,EU268770,0,NA,0,NA,0,NA,3027,voucher,windham541,NA
Aleuritopteris_formosana,0,NA,0,NA,0,NA,1219,DQ432643,0,NA,0,NA,918,DQ432671,2137,voucher,gangminzhang458,NA
Aleuritopteris_grevilleoides,0,NA,0,NA,0,NA,1313,DQ432648,0,NA,0,NA,968,DQ432678,2281,voucher,gangminzhang639,NA
Aleuritopteris_grisea,NA,NA,NA,NA,NA,NA,1316,AY299653,NA,NA,NA,NA,NA,NA,1316,unjoined,NA,Phylogeny of Cryptogrammoid Ferns and Related Taxa Based on rbcL
Aleuritopteris_krameri,NA,NA,NA,NA,NA,NA,1205,AB574809,NA,NA,NA,NA,NA,NA,1205,unjoined,tns766462,Molecular species identification with rich floristic sampling: DNA
Aleuritopteris_leptolepis,0,NA,0,NA,0,NA,1291,DQ432646,0,NA,0,NA,922,DQ432673,2213,voucher,gangminzhang328,NA
Aleuritopteris_niphobola,0,NA,0,NA,856,KP031653,1211,KP085548,549,KP126972,337,KP126972,905,DQ432670,3858,monophy,NA,NA
Aleuritopteris_rosulata,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,350,KP085522,350,unjoined,NA,NA
Aleuritopteris_rufa,0,NA,0,NA,856,KP031659,1195,KP126962,540,KP126977,410,KP126977,438,KP137492,3439,voucher,2013082915,NA
Aleuritopteris_scioana,1754,MK632502,0,NA,0,NA,1284,MK632714,0,NA,0,NA,0,NA,3038,voucher,dukerothfels4287,NA
Aleuritopteris_squamosa,NA,NA,NA,NA,NA,NA,1209,DQ432642,NA,NA,NA,NA,NA,NA,1209,unjoined,shiyongdong28,First insights in the phylogeny of Asian cheilanthoid ferns based
Aleuritopteris_subargentea,0,NA,0,NA,856,KP031655,1200,KP126960,541,KP126974,443,KP126974,395,KP085524,3435,voucher,m2012072007,NA
Aleuritopteris_tamburii,0,NA,0,NA,0,NA,1317,DQ432644,0,NA,0,NA,887,DQ432666,2204,voucher,gangminzhang434,NA
Aleuritopteris_veitchii,0,NA,0,NA,856,KP031654,1192,KP126959,539,KP126973,419,KP126973,296,KP085523,3302,voucher,m2012070708,NA
Alsophila_abbottii,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,961,MN155369,961,unjoined,NA,NA
Alsophila_acaulis,0,NA,0,NA,0,NA,1281,KY858727,0,NA,0,NA,1008,KY858896,2289,voucher,zuo002,NA
Alsophila_acrostichoides,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,937,MN155659,937,unjoined,NA,NA
Alsophila_acutula,0,NA,0,NA,0,NA,1264,AM495725,0,NA,0,NA,811,AM689621,2075,voucher,janssen2849,NA
Alsophila_albidosquamata,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,934,MN155371,934,unjoined,NA,NA
Alsophila_alta,NA,NA,NA,NA,NA,NA,1295,KP338009,NA,NA,NA,NA,NA,NA,1295,unjoined,wade3435,Biogeography of south-east Asian tree ferns (Cyathaceae)
Alsophila_andersonii,0,NA,0,NA,0,NA,1281,KY858724,0,NA,0,NA,984,KY858893,2265,voucher,zuo100,NA
Alsophila_andohahelensis,0,NA,0,NA,0,NA,1264,AM495727,0,NA,0,NA,966,AM689623,2230,voucher,janssen2814,NA
Alsophila_annae,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,930,MN155662,930,unjoined,NA,NA
Alsophila_apoensis,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,917,MN155374,917,unjoined,NA,NA
Alsophila_appendiculata,0,NA,0,NA,0,NA,1239,AM495728,0,NA,0,NA,552,AM689624,1791,voucher,janssen2764,NA
Alsophila_approximata,0,NA,0,NA,0,NA,1235,AM495729,0,NA,0,NA,333,AM689625,1568,voucher,janssen2449,NA
Alsophila_archboldii,NA,NA,NA,NA,NA,NA,1295,KP338007,NA,NA,NA,NA,NA,NA,1295,unjoined,wade3388,Biogeography of south-east Asian tree ferns (Cyathaceae)
Alsophila_auriculata,0,NA,0,NA,0,NA,1264,AM495730,0,NA,0,NA,788,AM689626,2052,voucher,janssen2508,NA
Alsophila_australis,1514,AM176419,1482,AM176580,0,NA,1309,AM177319,596,AM176475,225,AM176475,0,NA,5126,publication,NA,tree ferns: monophyletic groups and their relationships as revealed
Alsophila_austroyunnanensis,0,NA,0,NA,0,NA,1281,KY858726,0,NA,0,NA,976,KY858895,2257,voucher,dong4600,NA
Alsophila_baileyana,0,NA,0,NA,1239,MF178049,0,NA,0,NA,0,NA,976,MF066473,2215,monophy,NA,NA
Alsophila_bellisquamata,0,NA,0,NA,0,NA,1264,AM495733,0,NA,0,NA,813,AM689629,2077,voucher,rakotondrainibe6388,NA
Alsophila_biformis,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,930,MN155665,930,unjoined,NA,NA
Alsophila_boiviniiformis,NA,NA,NA,NA,NA,NA,1264,AM495748,NA,NA,NA,NA,NA,NA,1264,unjoined,janssen2797,"Neoendemism in Madagascan scaly tree ferns results from recent,"
Alsophila_borbonica,0,NA,0,NA,0,NA,1256,AM495742,0,NA,0,NA,922,AM689638,2178,voucher,janssen2697,NA
Alsophila_borneensis,NA,NA,NA,NA,NA,NA,1295,KP337949,NA,NA,NA,NA,NA,NA,1295,unjoined,korall200665,Biogeography of south-east Asian tree ferns (Cyathaceae)
Alsophila_brevipinna,0,NA,0,NA,0,NA,1255,JF950805,0,NA,0,NA,413,JF950907,1668,voucher,nswpapadopulosap785,NA
Alsophila_brooksii,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,956,MN155376,956,unjoined,NA,NA
Alsophila_bryophila,1514,AM176420,1482,AM176581,0,NA,1309,AM177320,603,AM176476,225,AM176476,0,NA,5133,voucher,conant4322,NA
Alsophila_bullata,0,NA,0,NA,0,NA,1264,AM495775,0,NA,0,NA,948,AM689673,2212,voucher,rakotondrainibe6612,NA
Alsophila_camerooniana,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,865,MN155378,865,unjoined,NA,NA
Alsophila_capensis,1514,AM176421,1482,AM176582,0,NA,1309,AM177321,603,AM176477,225,AM176477,984,MH213731,6117,monophy,NA,NA
Alsophila_catillifera,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,816,MN155379,816,unjoined,NA,NA
Alsophila_celsa,0,NA,0,NA,0,NA,1264,AM495765,0,NA,0,NA,955,AM689663,2219,voucher,janssen2730,NA
Alsophila_coactilis,0,NA,0,NA,0,NA,1291,AM410205,0,NA,0,NA,995,AM410336,2286,voucher,conant4589,NA
Alsophila_colensoi,1514,AM176422,1482,AM176583,0,NA,1309,AM177322,603,AM176478,225,AM176478,1003,AM410318,6136,monophy,NA,NA
Alsophila_conantiana,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,960,MN155391,960,unjoined,NA,NA
Alsophila_costalisora,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,925,MN155392,925,unjoined,NA,NA
Alsophila_costularis,0,NA,0,NA,0,NA,1309,KY858715,0,NA,0,NA,992,KY858884,2301,voucher,dong4418,NA
Alsophila_crenulata,NA,NA,NA,NA,NA,NA,1295,KP337994,NA,NA,NA,NA,NA,NA,1295,unjoined,kuo2808,Biogeography of south-east Asian tree ferns (Cyathaceae)
Alsophila_crinita,NA,NA,NA,NA,NA,NA,590,KF924261,NA,NA,NA,NA,NA,NA,590,unjoined,xch25424,Phytochemical and molecular characterization of selected Cyathea
Alsophila_cunninghamii,0,NA,0,NA,0,NA,1309,AM410211,0,NA,0,NA,969,AM410339,2278,voucher,shirley06,NA
Alsophila_cuspidata,1514,AM176423,1482,AM176584,0,NA,1309,AM177323,596,AM176479,225,AM176479,0,NA,5126,voucher,conant4427,NA
Alsophila_dealbata,0,NA,0,NA,0,NA,1309,AM410199,0,NA,0,NA,986,AM410326,2295,voucher,shirley05,NA
Alsophila_decrescens,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,369,AM689651,369,unjoined,NA,NA
Alsophila_dicksonioides,NA,NA,NA,NA,NA,NA,1285,KP337963,NA,NA,NA,NA,NA,NA,1285,unjoined,rdhooglandrschodde7506,Biogeography of south-east Asian tree ferns (Cyathaceae)
Alsophila_dimorpha,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,930,MN155669,930,unjoined,NA,NA
Alsophila_dregei,1506,EF463630,1278,EF463360,0,NA,1295,AM410194,0,NA,0,NA,988,AM410315,5067,voucher,shirley13,NA
Alsophila_dryopteroides,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,971,MN155373,971,unjoined,NA,NA
Alsophila_edanoi,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,924,MN155397,924,unjoined,NA,NA
Alsophila_emilei,0,NA,0,NA,0,NA,1225,AM495763,0,NA,0,NA,360,AM689661,1585,voucher,janssen2611,NA
Alsophila_engelii,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,960,MN155399,960,unjoined,NA,NA
Alsophila_erinacea,NA,NA,NA,NA,NA,NA,1309,MW138272,NA,NA,NA,NA,NA,NA,1309,unjoined,jhnitta709,A taxonomic and molecular survey of the pteridophytes of the
Alsophila_esmeraldensis,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,801,MN155402,801,unjoined,NA,NA
Alsophila_everta,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,935,MN155403,935,unjoined,NA,NA
Alsophila_exilis,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,945,MN155404,945,unjoined,NA,NA
Alsophila_ferdinandii,0,NA,0,NA,0,NA,1309,AM410204,0,NA,0,NA,975,AM410335,2284,voucher,conant4666,NA
Alsophila_firma,NA,NA,NA,NA,NA,NA,1309,MW138143,NA,NA,NA,NA,NA,NA,1309,unjoined,jhnitta888,A taxonomic and molecular survey of the pteridophytes of the
Alsophila_foersteri,1514,AM176424,1482,AM176585,0,NA,1309,AM177324,603,AM176480,225,AM176480,986,AM410324,6119,voucher,conant4646,NA
Alsophila_fulgens,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,953,MN155406,953,unjoined,NA,NA
Alsophila_geluensis,NA,NA,NA,NA,NA,NA,1295,KP337957,NA,NA,NA,NA,NA,NA,1295,unjoined,conant4660,Biogeography of south-east Asian tree ferns (Cyathaceae)
Alsophila_gigantea,0,NA,0,NA,0,NA,1309,KY858731,0,NA,0,NA,1002,KY858901,2311,voucher,dong4277,NA
Alsophila_glabra,0,NA,0,NA,0,NA,1299,MT295630,0,NA,0,NA,900,MT295716,2199,voucher,dong48931,NA
Alsophila_glaucifolia,0,NA,0,NA,0,NA,1264,AM495771,0,NA,0,NA,944,AM689669,2208,voucher,janssen2727,NA
Alsophila_grangaudiana,0,NA,0,NA,0,NA,1255,AM495774,0,NA,0,NA,912,AM689672,2167,voucher,janssen2742,NA
Alsophila_havilandii,NA,NA,NA,NA,NA,NA,1309,AM410189,NA,NA,NA,NA,NA,NA,1309,unjoined,conant4694,A molecular phylogeny of scaly tree ferns (Cyatheaceae)
Alsophila_hebes,0,NA,0,NA,0,NA,1264,AM495804,0,NA,0,NA,670,AM689703,1934,voucher,janssen2487,NA
Alsophila_hooglandii,1514,AM176425,1482,AM176586,0,NA,1309,AM177325,596,AM176481,225,AM176481,1005,AM410306,6131,voucher,conant4650,NA
Alsophila_hookeri,0,NA,0,NA,0,NA,1154,AM495777,0,NA,0,NA,935,AM689675,2089,voucher,janssen3022,NA
Alsophila_hornei,NA,NA,NA,NA,NA,NA,1295,KP338005,NA,NA,NA,NA,NA,NA,1295,unjoined,wade3256,Biogeography of south-east Asian tree ferns (Cyathaceae)
Alsophila_humilis,0,NA,0,NA,0,NA,1248,AM495778,0,NA,0,NA,641,AM689676,1889,voucher,janssen2644,NA
Alsophila_hyacinthei,0,NA,0,NA,0,NA,1264,AM495751,0,NA,0,NA,956,AM689647,2220,voucher,janssen2565,NA
Alsophila_hymenodes,NA,NA,NA,NA,NA,NA,1295,KP337946,NA,NA,NA,NA,NA,NA,1295,unjoined,korall200642,Biogeography of south-east Asian tree ferns (Cyathaceae)
Alsophila_impolita,0,NA,0,NA,0,NA,1264,AM495779,0,NA,0,NA,895,AM689677,2159,voucher,janssen2596,NA
Alsophila_imrayana,0,NA,0,NA,0,NA,1309,AM410202,0,NA,0,NA,1012,AM410329,2321,voucher,conant4466,NA
Alsophila_incana,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,847,MN155415,847,unjoined,NA,NA
Alsophila_katoi,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,922,MN155416,922,unjoined,NA,NA
Alsophila_kermadecensis,0,NA,0,NA,0,NA,1269,KR153993,0,NA,0,NA,981,KR153995,2250,voucher,weltp027384,NA
Alsophila_khasyana,0,NA,0,NA,0,NA,1309,KY858735,0,NA,0,NA,987,KY858905,2296,voucher,dong4403,NA
Alsophila_kirkii,0,NA,0,NA,0,NA,1264,AM495781,0,NA,0,NA,598,AM689679,1862,voucher,rakotondrainibe6751,NA
Alsophila_klossii,0,NA,872,EU352271,0,NA,1298,EU352299,0,NA,0,NA,0,NA,2170,voucher,johns9728,NA
Alsophila_lastii,0,NA,0,NA,0,NA,1264,AM495782,0,NA,0,NA,908,AM689680,2172,voucher,janssen2430,NA
Alsophila_latebrosa,0,NA,0,NA,0,NA,1309,KY858716,0,NA,0,NA,1020,KY858885,2329,voucher,dong4257,NA
Alsophila_ligulata,0,NA,0,NA,0,NA,1223,AM495783,0,NA,0,NA,356,AM689681,1579,voucher,janssen2494,NA
Alsophila_loheri,0,NA,0,NA,0,NA,1309,KY858719,0,NA,0,NA,983,KY858888,2292,voucher,wade3833,NA
Alsophila_longipinnata,0,NA,0,NA,0,NA,1264,AM495785,0,NA,0,NA,360,AM689683,1624,voucher,janssen2509,NA
Alsophila_longispina,0,NA,0,NA,0,NA,572,AM495801,0,NA,0,NA,918,AM689700,1490,voucher,janssen2916,NA
Alsophila_lurida,0,NA,0,NA,0,NA,1295,KP337945,0,NA,0,NA,936,MN155675,2231,monophy,NA,NA
Alsophila_macgillivrayi,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,946,MN155421,946,unjoined,NA,NA
Alsophila_macgregorii,NA,NA,NA,NA,NA,NA,564,KP337964,NA,NA,NA,NA,NA,NA,564,unjoined,sands1733,Biogeography of south-east Asian tree ferns (Cyathaceae)
Alsophila_manniana,0,NA,0,NA,0,NA,1222,AM495787,0,NA,0,NA,927,MN155424,2149,monophy,NA,NA
Alsophila_marattioides,0,NA,0,NA,0,NA,1225,AM495788,0,NA,0,NA,352,AM689686,1577,voucher,janssen2484,NA
Alsophila_marcescens,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,929,MN155463,929,unjoined,NA,NA
Alsophila_matitanensis,0,NA,0,NA,0,NA,1264,AM495786,0,NA,0,NA,850,AM689684,2114,voucher,janssen2829,NA
Alsophila_media,NA,NA,NA,NA,NA,NA,609,KP337968,NA,NA,NA,NA,NA,NA,609,unjoined,croft1205,Biogeography of south-east Asian tree ferns (Cyathaceae)
Alsophila_melleri,0,NA,0,NA,0,NA,1264,AM495790,0,NA,0,NA,950,AM689688,2214,voucher,janssen2789,NA
Alsophila_meridionalis,0,NA,0,NA,0,NA,1254,AM495796,0,NA,0,NA,866,AM689695,2120,voucher,janssen2603,NA
Alsophila_metteniana,0,NA,0,NA,0,NA,1309,KY858743,0,NA,0,NA,1000,KY858913,2309,voucher,zuo045,NA
Alsophila_micra,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,935,MN155426,935,unjoined,NA,NA
Alsophila_microphylloides,0,NA,0,NA,0,NA,1295,KP337953,0,NA,0,NA,922,MN155428,2217,monophy,NA,NA
Alsophila_milnei,0,NA,0,NA,0,NA,1282,KR153992,0,NA,0,NA,986,KR153994,2268,voucher,weltp027383,NA
Alsophila_minor,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,964,MN155429,964,unjoined,NA,NA
Alsophila_mostellaria,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,963,MN155430,963,unjoined,NA,NA
Alsophila_muelleri,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,926,MN155431,926,unjoined,NA,NA
Alsophila_nigrolineata,0,NA,0,NA,0,NA,1309,AM410206,0,NA,0,NA,926,AM410337,2235,voucher,conant4636,NA
Alsophila_nilgirensis,NA,NA,NA,NA,NA,NA,1132,MK573827,NA,NA,NA,NA,NA,NA,1132,unjoined,NA,NA
Alsophila_odonelliana,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,712,MN155433,712,unjoined,NA,NA
Alsophila_ogurae,NA,NA,NA,NA,NA,NA,1205,AB574754,NA,NA,NA,NA,NA,NA,1205,unjoined,tns763924,Molecular species identification with rich floristic sampling: DNA
Alsophila_olivacea,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,934,MN155677,934,unjoined,NA,NA
